IDSUCURSAL,IDESTANTE,CAPACIDADVOLUMEN,CAPACIDADTOTALVOLUMEN,CAPACIDADPESO,CAPACIDADTOTALPESO,CATEGORIA,NIVELDEABASTECIMIENTO
246,3246,89,90,360,376,279,42
247,3247,383,425,320,386,860,16
248,3248,127,200,209,215,375,62
249,3249,235,240,242,243,643,70
250,3250,72,94,228,295,363,61
251,3251,94,99,369,378,698,10
252,3252,110,133,276,280,173,67
253,3253,369,371,385,394,510,25
254,3254,292,326,397,431,765,31
255,3255,178,254,267,330,809,71
256,3256,286,287,245,254,326,40
257,3257,354,434,181,259,22,81
258,3258,257,308,3,38,976,61
259,3259,125,159,174,185,450,27
260,3260,30,69,332,333,733,47
261,3261,297,337,9,14,132,22
262,3262,288,349,211,212,939,73
263,3263,87,153,73,78,598,35
264,3264,101,128,33,64,846,30
265,3265,40,67,280,298,205,40
266,3266,124,138,8,14,574,29
267,3267,303,354,344,368,585,82
268,3268,216,219,213,258,579,36
269,3269,210,217,241,276,774,31
270,3270,259,275,71,87,587,98
271,3271,164,178,238,241,556,13
272,3272,5,11,30,33,771,72
273,3273,98,102,382,394,636,34
274,3274,126,214,321,343,734,20
275,3275,25,63,314,321,254,24
276,3276,71,148,339,344,334,27
277,3277,398,407,309,344,668,84
278,3278,199,205,53,58,985,44
279,3279,285,357,394,400,728,49
280,3280,17,50,163,170,647,60
281,3281,383,442,161,163,660,43
282,3282,263,289,130,211,840,98
283,3283,100,106,353,359,198,39
284,3284,25,39,303,328,658,56
285,3285,307,354,336,349,806,41
286,3286,113,117,46,57,182,36
287,3287,356,371,65,76,360,8
288,3288,301,307,202,273,126,85
289,3289,200,260,114,116,517,4
290,3290,345,392,112,116,724,7
291,3291,67,68,279,298,957,31
292,3292,118,160,169,190,550,71
293,3293,83,99,372,405,232,64
294,3294,289,335,305,324,314,49
295,3295,358,379,91,94,360,27
296,3296,132,140,146,151,480,13
297,3297,349,350,293,293,697,32
298,3298,145,195,69,106,727,7
299,3299,209,282,366,418,830,51
300,3300,255,256,379,401,158,74
301,3301,97,108,94,177,191,41
302,3302,93,110,362,365,657,10
303,3303,176,228,275,293,743,84
304,3304,100,110,383,387,478,76
305,3305,301,322,73,125,456,48
306,3306,30,90,73,76,293,37
307,3307,151,162,352,353,148,19
308,3308,228,244,17,88,888,40
309,3309,41,99,235,235,210,33
310,3310,100,131,349,426,731,43
311,3311,234,294,51,61,725,25
312,3312,108,115,199,215,852,51
313,3313,279,334,32,84,335,45
314,3314,279,304,294,319,27,85
315,3315,110,182,11,25,13,80
316,3316,371,423,229,234,903,6
317,3317,360,386,99,106,917,47
318,3318,4,16,309,318,773,60
319,3319,277,286,267,301,117,6
320,3320,362,382,44,54,442,89
321,3321,103,106,16,61,59,14
322,3322,258,267,376,428,852,36
323,3323,179,179,372,422,787,95
324,3324,16,35,153,229,969,45
325,3325,356,424,241,245,965,34
326,3326,45,71,71,101,245,60
327,3327,349,362,300,379,686,77
328,3328,238,286,6,16,329,83
329,3329,104,106,116,177,695,66
330,3330,64,83,214,239,251,56
331,3331,294,318,335,339,373,92
332,3332,359,395,168,171,457,61
333,3333,183,188,398,428,88,41
334,3334,245,248,147,177,844,83
335,3335,165,246,388,411,237,6
336,3336,287,289,219,253,892,15
337,3337,261,271,116,120,617,20
338,3338,78,96,44,63,784,11
339,3339,188,189,139,184,176,55
340,3340,305,326,21,30,980,36
341,3341,65,81,180,184,510,86
342,3342,35,65,209,264,147,90
343,3343,162,162,330,333,434,96
344,3344,97,116,316,317,777,31
345,3345,263,272,136,142,261,25
346,3346,113,122,18,22,300,21
347,3347,196,212,206,211,251,95
348,3348,265,296,379,380,550,45
349,3349,212,232,96,114,369,27
350,3350,40,132,347,350,601,8
351,3351,338,367,229,241,929,64
352,3352,130,161,38,46,949,81
353,3353,46,93,205,206,365,33
354,3354,244,251,395,396,189,3
355,3355,178,239,153,165,266,75
356,3356,186,203,261,320,314,48
357,3357,384,422,345,368,118,34
358,3358,301,308,294,313,516,81
359,3359,330,365,49,52,434,38
360,3360,29,115,216,243,120,47
361,3361,240,264,351,357,102,31
362,3362,38,38,308,309,39,41
363,3363,190,209,133,171,303,5
364,3364,28,65,61,62,319,11
365,3365,43,43,303,305,747,77
366,3366,257,299,250,251,52,36
367,3367,195,200,396,421,752,21
368,3368,191,249,113,166,391,42
369,3369,220,285,251,274,693,53
370,3370,234,261,269,297,480,64
371,3371,197,212,58,70,580,6
372,3372,370,437,62,67,907,53
373,3373,36,42,314,367,421,38
374,3374,140,164,202,206,62,17
375,3375,108,139,111,127,363,33
376,3376,186,231,319,319,857,22
377,3377,235,276,293,306,297,80
378,3378,130,150,159,200,476,95
379,3379,311,322,299,309,629,37
380,3380,289,342,304,305,138,93
381,3381,259,283,306,347,291,25
382,3382,324,327,125,130,792,32
383,3383,346,365,102,170,170,40
384,3384,77,144,95,112,568,92
385,3385,248,250,220,224,687,34
386,3386,351,360,48,115,393,24
387,3387,31,84,136,184,157,0
388,3388,84,98,123,132,941,43
389,3389,95,145,220,221,130,67
390,3390,105,122,388,402,849,51
391,3391,130,147,107,114,359,26
392,3392,394,402,360,381,982,75
393,3393,341,396,213,222,369,63
394,3394,7,9,63,98,246,73
395,3395,360,369,178,182,8,25
396,3396,232,274,270,280,458,94
397,3397,165,198,282,283,12,100
398,3398,74,87,306,400,838,42
399,3399,278,316,359,386,225,24
400,3400,97,109,357,387,452,80
401,3401,136,148,125,138,195,54
402,3402,57,102,176,204,241,18
403,3403,234,262,184,186,639,31
404,3404,235,265,84,164,439,90
405,3405,116,136,290,292,646,75
406,3406,86,88,186,206,656,78
407,3407,103,127,4,10,439,70
408,3408,77,91,290,325,702,73
409,3409,309,388,6,76,963,7
410,3410,67,159,351,368,947,75
411,3411,367,406,194,217,510,30
412,3412,83,107,395,397,190,29
413,3413,205,224,78,105,88,50
414,3414,362,381,156,182,516,71
415,3415,215,253,248,278,778,75
416,3416,242,261,259,322,769,38
417,3417,221,284,205,247,308,67
418,3418,226,251,343,353,530,67
419,3419,81,127,356,426,171,85
420,3420,283,283,274,275,669,44
421,3421,240,252,268,307,473,73
422,3422,316,319,230,268,207,15
423,3423,25,26,260,305,923,47
424,3424,370,409,33,86,321,66
425,3425,398,458,135,172,540,9
426,3426,236,299,160,190,288,78
427,3427,32,55,213,232,457,61
428,3428,14,15,184,215,851,31
429,3429,52,52,328,382,765,60
430,3430,323,332,284,330,618,30
431,3431,52,62,26,42,50,45
432,3432,345,353,241,252,528,78
433,3433,72,87,67,140,476,16
434,3434,244,254,133,138,290,44
435,3435,210,215,283,313,596,96
436,3436,184,196,173,178,731,8
437,3437,252,252,80,113,297,37
438,3438,246,260,284,309,395,70
439,3439,147,210,156,193,792,1
440,3440,279,286,234,246,223,92
441,3441,62,68,297,325,595,68
442,3442,321,361,72,90,98,43
443,3443,46,85,99,130,720,98
444,3444,192,196,391,404,861,25
445,3445,90,122,357,371,40,61
446,3446,303,338,213,241,545,64
447,3447,245,297,27,66,23,57
448,3448,138,190,322,357,203,10
449,3449,200,206,259,283,587,44
450,3450,29,103,149,185,588,83
451,3451,17,71,228,278,556,19
452,3452,155,182,205,212,649,98
453,3453,239,246,371,382,722,28
454,3454,17,92,80,126,734,8
455,3455,352,354,265,289,221,75
456,3456,126,139,299,367,30,11
457,3457,347,355,137,209,370,11
458,3458,121,139,312,359,389,49
459,3459,56,64,164,179,179,29
460,3460,153,156,75,86,488,22
461,3461,309,386,114,144,333,26
462,3462,86,102,189,258,923,27
463,3463,107,119,163,181,606,80
464,3464,96,161,200,253,667,59
465,3465,240,306,32,61,788,23
466,3466,210,212,271,275,599,3
467,3467,228,238,215,236,12,12
468,3468,12,55,292,318,883,95
469,3469,209,250,72,87,415,81
470,3470,259,264,69,70,154,9
471,3471,205,257,233,268,609,28
472,3472,70,89,181,206,285,14
473,3473,187,218,169,178,98,43
474,3474,269,309,270,284,731,33
475,3475,172,210,377,438,885,9
476,3476,111,142,202,211,172,93
477,3477,75,127,222,246,86,95
478,3478,91,105,243,243,347,92
479,3479,67,69,278,291,792,88
480,3480,168,197,279,308,296,7
481,3481,108,128,396,401,323,22
482,3482,58,60,173,195,746,82
483,3483,12,62,4,8,420,64
484,3484,157,164,34,34,466,12
485,3485,149,191,76,126,860,63
486,3486,68,68,219,260,1,52
487,3487,179,189,33,37,733,61
488,3488,387,410,340,345,728,31
489,3489,392,393,36,37,710,14
490,3490,329,367,303,352,488,100
491,3491,222,223,153,166,555,91
492,3492,386,419,58,93,888,41
493,3493,124,135,66,90,450,96
494,3494,106,137,399,431,763,10
495,3495,239,253,133,138,816,64
496,3496,74,102,163,179,424,67
497,3497,284,291,179,184,499,2
498,3498,306,325,45,53,713,3
499,3499,248,267,112,148,725,3
500,3500,40,63,382,385,706,81
501,3501,307,311,303,324,552,31
502,3502,196,245,192,205,24,22
503,3503,91,102,32,42,952,84
504,3504,81,102,84,90,133,25
505,3505,124,194,284,294,975,76
506,3506,289,325,361,408,402,25
507,3507,268,332,249,281,6,15
508,3508,170,173,296,349,409,42
509,3509,194,271,295,296,807,11
510,3510,213,242,86,124,632,45
511,3511,67,105,353,411,707,94
512,3512,63,85,141,172,256,81
513,3513,341,350,375,377,245,12
514,3514,35,39,21,28,455,78
515,3515,221,222,224,236,804,40
516,3516,59,65,196,209,546,98
517,3517,371,372,120,185,408,19
518,3518,272,346,260,265,136,79
519,3519,225,314,208,266,899,45
520,3520,333,372,248,300,536,49
521,3521,35,122,311,393,820,61
522,3522,283,342,283,293,771,71
523,3523,170,231,189,191,210,28
524,3524,318,333,257,339,673,51
525,3525,329,331,344,349,525,18
526,3526,230,235,109,113,673,24
527,3527,302,302,273,294,484,51
528,3528,208,270,81,93,888,73
529,3529,198,242,375,419,765,98
530,3530,243,305,331,386,123,8
531,3531,12,14,60,86,418,78
532,3532,135,171,100,109,663,31
533,3533,4,17,269,274,540,29
534,3534,144,145,275,296,377,29
535,3535,205,227,162,180,878,51
536,3536,258,258,55,67,994,54
537,3537,287,287,292,297,825,16
538,3538,50,56,315,332,340,73
539,3539,368,372,285,341,277,67
540,3540,108,108,98,142,991,3
541,3541,35,53,350,366,953,35
542,3542,364,400,216,237,964,51
543,3543,39,39,84,86,1,48
544,3544,27,27,75,96,409,28
545,3545,52,92,66,88,601,4
546,3546,278,278,200,215,55,36
547,3547,263,285,257,267,989,57
548,3548,341,343,201,205,661,49
549,3549,118,146,40,49,390,31
550,3550,97,145,389,396,532,71
551,3551,254,267,158,159,786,5
552,3552,37,55,348,357,921,37
553,3553,155,161,193,199,429,15
554,3554,21,89,352,359,664,34
555,3555,234,273,192,208,486,56
556,3556,102,111,394,428,193,67
557,3557,60,64,364,429,905,83
558,3558,267,284,385,390,515,60
559,3559,307,325,63,63,718,6
560,3560,377,407,306,316,581,9
561,3561,80,86,387,424,447,92
562,3562,103,111,2,34,552,65
563,3563,287,294,3,18,438,62
564,3564,191,193,16,73,800,31
565,3565,10,48,212,241,9,45
566,3566,76,83,381,402,866,71
567,3567,214,217,314,349,147,22
568,3568,32,34,7,20,564,4
569,3569,260,282,333,334,764,67
570,3570,228,232,368,432,917,86
571,3571,377,399,227,228,940,6
572,3572,254,304,285,314,706,44
573,3573,148,155,213,221,82,10
574,3574,210,222,390,410,136,39
575,3575,338,379,390,396,867,55
576,3576,264,265,92,100,205,96
577,3577,270,328,280,290,326,92
578,3578,150,178,258,291,837,98
579,3579,229,261,154,184,185,58
580,3580,228,267,182,241,300,73
581,3581,215,253,182,225,57,26
582,3582,186,195,124,137,493,76
583,3583,44,85,114,115,492,77
584,3584,383,394,74,90,856,21
585,3585,15,36,43,55,203,63
586,3586,273,286,108,122,284,44
587,3587,392,453,377,378,86,77
588,3588,287,359,185,190,767,21
589,3589,79,98,67,100,296,50
590,3590,144,155,296,358,524,13
591,3591,202,249,309,394,492,94
592,3592,258,296,101,148,147,54
593,3593,178,266,119,145,211,24
594,3594,382,416,298,342,783,1
595,3595,64,155,17,62,216,76
596,3596,3,17,142,183,216,21
597,3597,326,356,270,270,357,26
598,3598,113,114,190,191,456,33
599,3599,223,297,160,173,916,80
600,3600,286,298,247,248,825,13
601,3601,64,74,20,29,865,62
602,3602,35,40,105,142,548,53
603,3603,84,88,246,313,732,29
604,3604,347,407,311,311,587,53
605,3605,280,281,397,439,266,88
606,3606,187,190,31,48,629,90
607,3607,99,129,184,196,684,81
608,3608,271,272,397,403,487,79
609,3609,258,259,335,359,687,31
610,3610,96,105,390,437,65,67
611,3611,14,21,291,384,292,84
612,3612,130,160,326,368,586,77
613,3613,180,237,78,82,292,37
614,3614,104,123,11,11,729,74
615,3615,134,168,309,364,267,23
616,3616,133,140,284,326,204,53
617,3617,136,180,308,327,990,98
618,3618,200,234,399,459,654,93
619,3619,233,236,226,226,935,97
620,3620,303,357,122,152,306,24
621,3621,170,211,58,58,265,87
622,3622,146,174,50,57,194,76
623,3623,259,284,7,17,845,63
624,3624,328,341,21,55,193,70
625,3625,155,170,126,141,868,39
626,3626,240,251,217,221,19,26
627,3627,251,261,137,138,810,33
628,3628,233,239,232,234,82,3
629,3629,111,120,132,188,275,80
630,3630,183,238,103,118,280,76
631,3631,205,207,195,254,561,5
632,3632,144,176,17,94,992,85
633,3633,275,281,175,217,317,80
634,3634,204,241,385,390,372,86
635,3635,16,39,358,364,258,28
636,3636,25,47,316,347,167,36
637,3637,368,371,344,399,467,18
638,3638,11,48,308,312,789,26
639,3639,337,372,371,395,856,56
640,3640,201,239,135,150,366,19
641,3641,211,282,315,387,967,76
642,3642,206,216,185,216,47,8
643,3643,37,89,376,413,437,40
644,3644,49,49,299,330,658,21
645,3645,203,227,373,386,390,67
646,3646,398,405,15,16,346,66
647,3647,338,360,239,321,412,75
648,3648,127,145,309,309,479,24
649,3649,50,85,55,94,806,42
650,3650,192,199,332,358,705,80
651,3651,248,254,365,379,659,14
652,3652,151,169,233,240,463,75
653,3653,358,396,57,61,239,55
654,3654,22,40,80,131,335,84
655,3655,165,184,255,257,297,5
656,3656,20,21,14,83,577,53
657,3657,85,116,165,184,293,59
658,3658,35,43,6,28,686,30
659,3659,279,292,74,78,671,52
660,3660,380,397,232,233,418,60
661,3661,385,387,152,197,776,97
662,3662,83,113,131,146,280,42
663,3663,177,200,299,355,51,99
664,3664,125,141,244,300,978,15
665,3665,239,289,231,242,286,1
666,3666,104,118,210,250,511,16
667,3667,112,114,6,39,773,79
668,3668,396,414,230,249,470,8
669,3669,8,49,363,409,237,1
670,3670,335,340,332,350,793,92
671,3671,101,129,276,277,113,55
672,3672,65,76,93,128,499,32
673,3673,119,165,53,66,598,8
674,3674,27,56,283,289,452,83
675,3675,183,227,17,29,294,46
676,3676,281,314,342,352,676,59
677,3677,225,257,182,216,550,32
678,3678,277,278,2,5,107,87
679,3679,14,20,229,235,413,52
680,3680,236,306,12,23,233,23
681,3681,331,361,311,327,128,93
682,3682,15,15,316,345,443,21
683,3683,364,398,286,294,571,75
684,3684,4,10,6,8,634,17
685,3685,368,381,142,155,696,39
686,3686,331,343,334,340,806,67
687,3687,314,377,121,195,532,40
688,3688,117,141,339,410,159,51
689,3689,44,47,347,410,744,6
690,3690,146,152,208,213,839,60
691,3691,132,159,313,326,683,88
692,3692,225,267,17,26,29,92
693,3693,258,283,370,416,669,20
694,3694,102,105,374,374,87,30
695,3695,261,315,171,181,403,20
696,3696,136,176,16,31,434,44
697,3697,130,174,50,63,659,80
698,3698,105,126,154,167,262,99
699,3699,295,298,7,31,955,55
700,3700,136,207,225,273,931,45
701,3701,323,362,132,157,736,18
702,3702,332,358,246,254,234,1
703,3703,292,296,204,246,902,70
704,3704,168,219,74,85,419,46
705,3705,251,261,62,69,968,84
706,3706,225,238,56,56,447,55
707,3707,280,325,325,327,848,64
708,3708,213,262,90,93,49,73
709,3709,361,389,98,106,931,55
710,3710,343,393,98,159,181,10
711,3711,227,288,129,190,759,38
712,3712,311,339,250,268,575,56
713,3713,83,169,93,101,98,60
714,3714,204,293,134,151,97,9
715,3715,335,352,280,311,263,30
716,3716,91,93,35,85,135,94
717,3717,358,436,232,238,564,23
718,3718,317,317,151,163,969,30
719,3719,309,314,102,152,842,9
720,3720,65,82,340,393,393,90
721,3721,42,69,324,330,593,37
722,3722,69,88,383,418,102,11
723,3723,167,169,155,237,695,82
724,3724,294,338,238,249,83,69
725,3725,241,300,101,108,62,50
726,3726,384,408,212,218,557,59
727,3727,138,160,148,173,964,41
728,3728,324,387,156,182,132,30
729,3729,188,193,11,38,641,82
730,3730,32,97,93,100,27,12
731,3731,267,273,47,49,379,53
732,3732,307,313,141,142,685,61
733,3733,340,340,241,245,829,8
734,3734,362,398,248,288,585,44
735,3735,315,320,200,201,549,98
736,3736,229,234,16,48,198,11
737,3737,99,159,83,106,81,55
738,3738,207,244,378,381,32,10
739,3739,222,225,319,319,413,57
740,3740,77,95,89,129,938,53
741,3741,188,222,277,321,72,64
742,3742,112,112,122,167,602,45
743,3743,139,151,175,186,555,80
744,3744,328,330,378,406,621,92
745,3745,16,51,340,400,560,75
746,3746,15,54,356,407,437,45
747,3747,293,347,374,456,141,29
748,3748,240,245,342,361,16,79
749,3749,151,165,136,196,175,60
750,3750,98,140,400,432,485,73
751,3751,218,244,190,267,405,49
752,3752,394,447,75,92,329,75
753,3753,221,309,188,191,123,95
754,3754,143,175,373,374,33,62
755,3755,182,231,236,249,626,64
756,3756,380,385,365,368,19,62
757,3757,30,108,247,250,360,41
758,3758,88,101,53,106,362,70
759,3759,291,306,339,340,307,25
760,3760,326,341,255,257,257,69
761,3761,336,347,252,278,762,98
762,3762,166,195,112,128,956,29
763,3763,203,232,86,160,879,52
764,3764,252,293,156,174,327,1
765,3765,177,197,218,284,319,71
766,3766,85,111,249,253,525,87
767,3767,24,51,19,55,932,97
768,3768,7,25,241,245,723,28
769,3769,94,122,188,242,865,32
770,3770,151,169,28,40,444,18
771,3771,363,369,295,296,481,31
772,3772,230,241,5,64,719,66
773,3773,265,266,64,117,780,66
774,3774,85,129,78,124,771,2
775,3775,40,96,340,344,483,19
776,3776,335,354,362,391,263,19
777,3777,140,155,232,287,124,65
778,3778,185,190,71,84,382,13
779,3779,135,140,47,79,786,79
780,3780,314,374,177,220,182,26
781,3781,272,280,332,370,920,36
782,3782,349,372,34,44,772,47
783,3783,329,335,34,35,62,4
784,3784,216,223,43,80,490,35
785,3785,150,193,2,57,670,68
786,3786,40,86,399,466,574,10
787,3787,60,61,57,69,645,33
788,3788,400,426,284,287,464,67
789,3789,266,268,172,173,952,41
790,3790,238,277,93,98,645,39
791,3791,274,282,344,377,502,44
792,3792,216,309,107,121,624,21
793,3793,124,130,283,370,250,59
794,3794,43,46,61,134,602,13
795,3795,149,162,136,178,509,81
796,3796,306,356,131,160,826,75
797,3797,185,204,209,213,34,80
798,3798,154,216,190,219,906,80
799,3799,98,122,393,419,977,86
800,3800,90,118,154,171,893,45
801,3801,82,96,187,229,805,57
802,3802,390,449,395,405,454,70
803,3803,393,420,184,225,18,47
804,3804,33,61,223,224,997,35
805,3805,276,293,322,322,755,60
806,3806,220,243,394,413,654,88
807,3807,113,158,315,317,976,57
808,3808,142,149,326,328,695,53
809,3809,397,406,389,393,273,64
810,3810,400,450,115,134,977,69
811,3811,397,441,383,409,207,3
812,3812,81,93,132,154,492,60
813,3813,151,174,278,278,910,14
814,3814,252,290,192,194,405,80
815,3815,251,268,197,264,271,12
816,3816,267,310,246,329,234,70
817,3817,355,394,58,79,956,1
818,3818,113,120,33,73,340,19
819,3819,236,246,93,120,241,86
820,3820,105,113,14,44,16,77
821,3821,187,221,55,78,286,42
822,3822,174,187,2,9,858,20
823,3823,162,201,79,152,470,24
824,3824,13,17,335,344,557,82
825,3825,205,224,130,165,705,50
826,3826,316,321,256,316,881,50
827,3827,152,176,322,360,383,2
828,3828,137,142,61,76,247,10
829,3829,289,302,350,351,544,72
830,3830,280,310,364,396,835,2
831,3831,233,236,392,474,257,43
832,3832,318,342,122,148,732,40
833,3833,344,375,363,369,937,42
834,3834,199,205,217,303,701,46
835,3835,18,18,24,58,352,64
836,3836,386,397,388,401,670,26
837,3837,67,138,264,288,742,17
838,3838,21,63,22,25,877,39
839,3839,157,161,14,18,145,88
840,3840,92,128,115,135,469,36
841,3841,284,331,243,270,848,23
842,3842,100,120,354,379,364,27
843,3843,208,233,277,321,503,100
844,3844,196,248,6,34,748,77
845,3845,118,130,285,287,634,83
846,3846,173,199,275,360,142,17
847,3847,180,186,259,268,219,2
848,3848,162,164,295,298,409,18
849,3849,242,292,272,300,14,13
850,3850,169,231,265,276,626,8
851,3851,315,379,323,365,329,92
852,3852,300,378,8,58,215,69
853,3853,107,108,28,58,957,72
854,3854,54,57,259,265,951,27
855,3855,152,174,98,105,216,65
856,3856,286,319,207,224,163,81
857,3857,347,389,248,253,650,30
858,3858,345,391,304,319,790,46
859,3859,150,151,111,114,415,12
860,3860,231,295,92,95,188,9
861,3861,253,274,199,251,821,6
862,3862,199,202,189,191,663,10
863,3863,208,253,206,263,423,56
864,3864,99,162,18,20,883,63
865,3865,116,118,161,202,353,91
866,3866,233,233,175,193,228,73
867,3867,330,356,171,189,449,99
868,3868,330,340,295,373,578,25
869,3869,19,78,298,386,66,32
870,3870,393,405,82,130,769,18
871,3871,384,409,184,243,103,55
872,3872,68,70,109,120,401,99
873,3873,165,200,353,355,705,10
874,3874,286,298,9,41,581,88
875,3875,14,25,59,120,524,90
876,3876,39,57,34,36,370,7
877,3877,61,103,281,287,378,7
878,3878,15,15,46,49,52,98
879,3879,389,458,251,321,30,66
880,3880,49,74,114,167,931,28
881,3881,57,125,7,73,76,5
882,3882,266,274,57,91,829,93
883,3883,244,279,200,256,937,62
884,3884,30,33,103,143,377,88
885,3885,181,193,358,393,542,48
886,3886,189,226,48,81,532,79
887,3887,378,408,59,74,155,27
888,3888,48,59,78,122,746,94
889,3889,276,312,230,264,660,64
890,3890,242,286,293,310,244,6
891,3891,39,55,283,283,972,54
892,3892,52,116,179,196,450,33
893,3893,394,401,364,398,508,34
894,3894,263,276,166,172,791,97
895,3895,98,102,6,37,875,10
896,3896,47,75,126,132,136,21
897,3897,6,19,186,195,699,79
898,3898,20,47,312,361,259,45
899,3899,11,32,341,361,551,46
900,3900,22,26,165,184,154,54
901,3901,327,358,167,175,354,15
902,3902,74,93,196,196,216,52
903,3903,78,97,126,126,200,66
904,3904,316,382,101,116,995,82
905,3905,158,159,368,396,991,63
906,3906,360,404,284,284,315,6
907,3907,295,311,15,43,952,19
908,3908,38,68,46,114,567,36
909,3909,206,206,63,80,963,36
910,3910,309,322,10,14,477,58
911,3911,23,36,351,404,7,55
912,3912,92,128,184,259,627,53
913,3913,102,130,110,118,518,63
914,3914,261,262,32,66,465,51
915,3915,369,406,232,313,726,13
916,3916,287,288,117,157,882,65
917,3917,29,95,142,185,492,81
918,3918,301,303,173,178,773,10
919,3919,63,73,113,138,434,52
920,3920,62,83,19,24,309,22
921,3921,214,226,59,89,126,89
922,3922,233,261,207,209,212,20
923,3923,144,145,111,112,780,50
924,3924,8,58,70,94,902,71
925,3925,20,23,297,308,220,52
926,3926,236,252,63,119,321,25
927,3927,154,154,133,149,904,70
928,3928,316,367,83,92,442,88
929,3929,154,173,258,308,690,84
930,3930,234,245,30,63,925,41
931,3931,122,127,85,89,959,98
932,3932,218,221,69,137,660,18
933,3933,206,266,152,155,411,8
934,3934,225,253,245,310,743,60
935,3935,298,329,194,212,772,86
936,3936,98,125,254,272,230,69
937,3937,34,56,149,158,575,33
938,3938,341,406,16,33,360,0
939,3939,74,81,220,301,262,59
940,3940,272,274,232,254,574,7
941,3941,263,266,12,19,525,93
942,3942,370,373,227,273,875,77
943,3943,287,291,372,411,329,25
944,3944,260,278,170,183,123,14
945,3945,265,292,399,413,149,25
946,3946,122,126,68,88,728,35
947,3947,32,33,379,382,117,32
948,3948,371,407,152,169,424,100
949,3949,23,25,147,147,70,83
950,3950,389,431,358,365,293,12
951,3951,81,87,342,359,284,43
952,3952,357,361,304,345,694,48
953,3953,151,153,104,146,13,30
954,3954,129,155,176,179,716,95
955,3955,360,444,67,68,560,56
956,3956,59,128,153,183,985,15
957,3957,81,107,91,121,753,88
958,3958,127,172,393,397,695,23
959,3959,133,157,89,117,941,52
960,3960,311,331,168,183,264,70
961,3961,343,397,223,272,188,62
962,3962,323,389,302,304,824,60
963,3963,39,41,395,429,21,26
964,3964,390,416,244,253,641,26
965,3965,223,280,354,356,135,29
966,3966,121,127,121,122,279,58
967,3967,64,96,69,75,51,92
968,3968,381,436,67,130,716,54
969,3969,98,99,114,203,950,81
970,3970,273,330,266,288,631,45
971,3971,89,138,325,414,957,11
972,3972,96,115,37,123,395,9
973,3973,369,399,126,165,522,68
974,3974,60,116,93,93,263,18
975,3975,69,103,200,218,997,84
976,3976,348,363,329,353,519,6
977,3977,202,215,43,46,404,97
978,3978,283,286,330,370,769,35
979,3979,331,417,71,90,755,90
980,3980,84,89,295,297,701,67
981,3981,274,334,216,244,631,29
982,3982,376,377,345,346,982,24
983,3983,197,200,99,169,820,31
984,3984,77,82,304,330,656,25
985,3985,130,136,109,119,240,77
986,3986,228,233,203,241,287,8
987,3987,325,342,291,292,271,4
988,3988,78,79,382,392,901,8
989,3989,385,386,19,41,844,55
990,3990,91,98,216,249,13,63
991,3991,104,126,35,58,289,59
992,3992,95,144,228,238,815,47
993,3993,318,359,217,245,84,7
994,3994,123,157,228,234,269,50
995,3995,194,205,30,65,139,4
996,3996,69,70,283,296,184,98
997,3997,26,108,293,322,625,91
998,3998,261,273,308,323,189,76
999,3999,178,230,326,334,233,36
1000,4000,308,363,116,182,395,19
1,4001,46,86,118,137,449,45
2,4002,326,350,163,164,275,96
3,4003,77,115,195,246,533,67
4,4004,396,397,222,257,334,53
5,4005,329,386,113,124,562,4
6,4006,11,19,111,143,432,0
7,4007,207,214,257,306,754,78
8,4008,360,410,344,369,269,52
9,4009,137,211,34,91,270,81
10,4010,59,85,11,68,732,29
11,4011,200,201,275,293,334,100
12,4012,84,126,275,281,794,59
13,4013,156,205,235,235,636,38
14,4014,190,193,395,419,170,15
15,4015,172,206,9,9,17,51
16,4016,80,96,343,375,287,3
17,4017,356,402,63,80,186,97
18,4018,366,398,82,125,546,90
19,4019,247,256,351,355,337,17
20,4020,17,19,66,76,302,18
21,4021,392,401,208,208,724,81
22,4022,368,383,281,283,387,100
23,4023,341,383,238,305,750,75
24,4024,71,75,75,148,190,19
25,4025,229,235,1,8,123,8
26,4026,92,142,269,282,933,33
27,4027,127,160,21,61,837,45
28,4028,268,280,30,35,559,79
29,4029,49,51,390,477,359,47
30,4030,341,375,311,321,424,49
31,4031,42,75,322,333,267,97
32,4032,39,41,283,302,79,82
33,4033,134,206,349,409,427,38
34,4034,305,322,167,187,633,31
35,4035,82,85,358,393,594,48
36,4036,110,122,355,362,403,41
37,4037,145,154,32,40,877,54
38,4038,6,22,351,352,249,2
39,4039,19,28,383,404,799,35
40,4040,201,209,303,303,390,67
41,4041,172,182,166,174,278,85
42,4042,361,377,98,138,816,81
43,4043,169,236,58,77,401,68
44,4044,364,376,266,291,575,67
45,4045,176,219,273,287,699,32
46,4046,143,149,333,335,632,66
47,4047,126,127,162,182,59,91
48,4048,305,320,185,210,178,51
49,4049,69,76,52,108,276,12
50,4050,97,137,384,388,520,29
51,4051,41,62,311,336,931,57
52,4052,281,283,335,337,983,77
53,4053,279,327,106,114,873,45
54,4054,258,273,289,337,477,36
55,4055,235,276,387,400,816,85
56,4056,399,400,147,148,922,46
57,4057,362,378,40,82,268,75
58,4058,222,235,28,81,850,45
59,4059,303,373,326,381,792,36
60,4060,150,153,107,109,983,57
61,4061,237,242,87,97,257,87
62,4062,224,230,334,369,190,24
