IDSUCURSAL,IDBODEGA,CAPACIDADVOLUMEN,CAPACIDADTOTALVOLUMEN,CAPACIDADPESO,CAPACIDADTOTALPESO,CATEGORIA
509,3509,210,280,9,13,218
510,3510,319,321,138,150,355
511,3511,276,295,379,406,895
512,3512,201,201,304,314,422
513,3513,224,238,48,75,2
514,3514,175,197,178,250,673
515,3515,107,120,353,379,300
516,3516,12,60,241,287,742
517,3517,177,201,23,27,338
518,3518,230,233,81,96,823
519,3519,280,284,207,241,48
520,3520,278,294,163,200,405
521,3521,90,94,38,38,736
522,3522,218,258,351,395,848
523,3523,50,67,86,109,739
524,3524,366,368,267,278,4
525,3525,353,372,327,365,372
526,3526,104,129,102,103,911
527,3527,48,126,99,101,426
528,3528,87,120,389,478,707
529,3529,46,93,287,307,697
530,3530,216,289,189,190,957
531,3531,328,335,23,58,118
532,3532,193,223,79,120,846
533,3533,230,239,271,272,181
534,3534,58,70,318,349,683
535,3535,383,420,31,43,349
536,3536,291,306,338,363,243
537,3537,2,79,300,312,55
538,3538,186,196,65,82,996
539,3539,256,257,354,410,634
540,3540,238,248,148,161,522
541,3541,19,38,365,425,195
542,3542,185,218,139,177,958
543,3543,15,70,99,124,467
544,3544,226,234,299,362,209
545,3545,398,423,212,217,760
546,3546,169,182,51,56,556
547,3547,60,102,34,63,326
548,3548,58,58,386,402,567
549,3549,223,237,77,102,934
550,3550,260,262,100,108,342
551,3551,277,312,119,124,490
552,3552,364,372,71,95,251
553,3553,239,301,390,393,276
554,3554,9,9,52,53,356
555,3555,105,109,2,40,656
556,3556,224,244,15,50,720
557,3557,388,435,115,119,931
558,3558,33,70,107,108,878
559,3559,75,104,97,110,964
560,3560,199,205,188,205,575
561,3561,78,111,154,155,41
562,3562,1,6,93,113,650
563,3563,310,384,345,390,134
564,3564,349,407,53,59,730
565,3565,394,399,355,356,822
566,3566,296,306,144,228,335
567,3567,319,336,50,59,258
568,3568,143,150,333,336,959
569,3569,215,233,178,190,537
570,3570,73,73,69,97,612
571,3571,54,58,206,229,659
572,3572,8,23,217,237,992
573,3573,293,299,177,250,889
574,3574,48,67,276,281,168
575,3575,91,91,380,387,548
576,3576,216,227,310,314,955
577,3577,347,357,72,87,422
578,3578,158,177,134,170,46
579,3579,212,220,364,389,41
580,3580,171,204,26,31,249
581,3581,290,301,168,227,346
582,3582,280,321,173,177,733
583,3583,138,200,355,362,701
584,3584,115,128,363,387,237
585,3585,220,305,118,120,594
586,3586,338,346,132,132,909
587,3587,52,85,344,357,23
588,3588,124,143,288,358,519
589,3589,75,77,348,396,801
590,3590,123,159,139,203,696
591,3591,292,343,288,339,386
592,3592,300,332,381,402,343
593,3593,97,118,48,97,965
594,3594,348,369,27,29,187
595,3595,343,347,44,118,942
596,3596,152,177,139,190,103
597,3597,264,278,241,242,223
598,3598,159,162,171,177,987
599,3599,257,272,240,272,69
600,3600,211,233,399,451,453
601,3601,281,354,7,8,940
602,3602,79,117,346,402,952
603,3603,124,137,156,173,111
604,3604,91,125,187,200,946
605,3605,332,374,47,101,459
606,3606,30,41,32,33,874
607,3607,238,250,265,266,906
608,3608,295,317,355,359,855
609,3609,209,256,179,183,660
610,3610,317,397,275,277,652
611,3611,311,319,243,287,47
612,3612,392,407,72,115,648
613,3613,257,309,6,30,470
614,3614,118,171,109,151,30
615,3615,284,324,311,374,490
616,3616,182,195,7,50,352
617,3617,166,191,143,147,331
618,3618,2,6,177,195,611
619,3619,111,186,103,115,673
620,3620,373,391,283,299,581
621,3621,205,231,81,92,328
622,3622,3,29,104,150,687
623,3623,191,231,244,264,721
624,3624,119,134,236,239,794
625,3625,328,368,385,441,428
626,3626,262,319,238,253,26
627,3627,378,458,362,370,300
628,3628,119,154,57,119,353
629,3629,177,208,317,333,432
630,3630,306,317,216,218,37
631,3631,48,56,58,97,458
632,3632,216,238,16,33,602
633,3633,341,348,167,193,69
634,3634,150,163,171,186,18
635,3635,270,271,364,381,310
636,3636,278,293,147,176,29
637,3637,152,172,366,391,156
638,3638,5,39,246,265,289
639,3639,231,240,123,148,264
640,3640,234,272,132,145,141
641,3641,298,312,359,395,366
642,3642,342,346,259,323,261
643,3643,125,165,26,28,502
644,3644,3,34,299,315,213
645,3645,269,321,16,72,251
646,3646,148,151,392,406,569
647,3647,390,393,191,272,654
648,3648,224,259,184,184,151
649,3649,399,442,147,162,402
650,3650,377,379,90,99,448
651,3651,258,260,84,96,812
652,3652,155,188,177,190,22
653,3653,214,272,100,142,299
654,3654,279,301,254,271,678
655,3655,176,188,175,232,190
656,3656,268,285,13,43,630
657,3657,283,293,114,172,952
658,3658,207,223,97,122,680
659,3659,100,109,223,225,75
660,3660,91,92,398,478,60
661,3661,88,96,309,309,558
662,3662,71,74,82,167,444
663,3663,81,96,22,62,959
664,3664,307,361,346,358,559
665,3665,59,67,278,303,12
666,3666,61,106,293,295,558
667,3667,44,60,52,81,883
668,3668,81,85,275,294,266
669,3669,99,131,231,252,311
670,3670,83,125,227,246,444
671,3671,35,57,325,414,737
672,3672,209,251,319,323,266
673,3673,156,207,28,28,586
674,3674,144,201,194,206,116
675,3675,64,66,250,272,786
676,3676,125,130,11,50,681
677,3677,335,407,47,52,136
678,3678,264,333,59,74,963
679,3679,379,468,375,465,684
680,3680,160,192,53,72,237
681,3681,394,418,364,383,42
682,3682,129,174,61,87,84
683,3683,271,288,383,391,284
684,3684,229,254,297,335,147
685,3685,200,236,67,79,344
686,3686,391,412,244,252,961
687,3687,380,437,156,169,576
688,3688,1,50,241,254,663
689,3689,246,255,180,230,838
690,3690,212,230,321,366,597
691,3691,392,417,237,276,607
692,3692,108,146,251,272,894
693,3693,117,140,288,303,290
694,3694,364,377,276,294,968
695,3695,123,132,282,317,95
696,3696,105,139,75,79,379
697,3697,52,89,232,249,795
698,3698,117,159,341,358,812
699,3699,17,26,157,164,565
700,3700,140,142,182,211,317
701,3701,362,382,166,184,788
702,3702,396,404,29,55,266
703,3703,392,397,76,114,381
704,3704,167,242,248,250,713
705,3705,187,204,357,364,715
706,3706,27,100,186,202,206
707,3707,280,297,304,343,220
708,3708,74,130,271,278,3
709,3709,7,8,322,348,872
710,3710,94,133,12,63,967
711,3711,22,33,175,178,685
712,3712,286,314,245,286,349
713,3713,175,200,136,179,439
714,3714,282,301,284,289,742
715,3715,182,231,243,260,4
716,3716,5,16,327,383,940
717,3717,15,54,12,88,99
718,3718,6,53,223,230,633
719,3719,285,294,398,458,660
720,3720,62,76,218,219,205
721,3721,327,362,246,255,223
722,3722,98,130,134,183,37
723,3723,52,72,395,459,822
724,3724,40,58,96,100,953
725,3725,257,267,104,104,17
726,3726,157,164,35,101,719
727,3727,198,230,284,321,568
728,3728,60,130,20,29,734
729,3729,120,129,376,434,600
730,3730,235,247,214,234,981
731,3731,276,279,163,227,453
732,3732,78,103,299,311,783
733,3733,279,306,294,326,742
734,3734,282,288,361,366,357
735,3735,232,245,110,162,799
736,3736,339,350,172,172,482
737,3737,207,225,261,282,643
738,3738,196,209,156,163,538
739,3739,100,126,389,402,262
740,3740,281,292,156,194,687
741,3741,149,160,212,216,923
742,3742,142,145,156,193,917
743,3743,76,84,1,23,450
744,3744,194,247,341,342,239
745,3745,343,371,201,217,869
746,3746,365,367,34,85,642
747,3747,23,27,189,253,985
748,3748,301,357,232,257,331
749,3749,219,295,67,68,993
750,3750,157,179,243,285,16
751,3751,323,368,204,234,553
752,3752,206,207,221,234,995
753,3753,151,162,368,444,383
754,3754,91,110,311,316,416
755,3755,8,9,359,377,141
756,3756,335,366,73,80,738
757,3757,354,392,127,155,322
758,3758,100,161,165,169,486
759,3759,113,121,383,383,328
760,3760,224,252,271,343,585
761,3761,160,179,69,135,668
762,3762,46,85,66,93,227
763,3763,388,397,190,276,274
764,3764,211,298,68,71,858
765,3765,119,147,127,137,271
766,3766,254,328,87,106,607
767,3767,142,157,389,393,391
768,3768,109,122,287,291,471
769,3769,106,112,326,339,172
770,3770,6,19,293,293,627
771,3771,237,239,330,353,890
772,3772,236,247,87,117,429
773,3773,199,267,316,324,716
774,3774,251,274,137,138,418
775,3775,242,243,35,48,655
776,3776,242,315,218,219,105
777,3777,374,377,31,79,825
778,3778,110,140,376,379,390
779,3779,190,192,270,276,942
780,3780,232,243,191,191,990
781,3781,277,284,272,314,960
782,3782,211,214,89,103,445
783,3783,182,224,130,142,967
784,3784,39,110,122,185,865
785,3785,247,248,49,123,585
786,3786,346,414,110,140,455
787,3787,86,107,276,346,585
788,3788,117,135,273,314,173
789,3789,227,256,318,341,14
790,3790,393,398,355,388,628
791,3791,351,382,153,165,522
792,3792,175,223,134,161,313
793,3793,395,410,107,144,519
794,3794,304,312,370,447,392
795,3795,233,248,293,307,346
796,3796,314,345,175,187,539
797,3797,369,398,7,48,455
798,3798,322,363,290,293,703
799,3799,101,102,93,101,806
800,3800,31,34,206,210,91
801,3801,20,36,154,170,552
802,3802,273,308,378,423,585
803,3803,3,69,342,394,834
804,3804,301,321,350,353,82
805,3805,14,25,339,367,835
806,3806,91,92,327,337,912
807,3807,221,241,73,80,126
808,3808,94,118,117,201,981
809,3809,295,303,92,134,914
810,3810,89,99,303,380,344
811,3811,93,113,187,200,477
812,3812,391,420,77,104,789
813,3813,200,204,161,173,268
814,3814,74,88,57,63,800
815,3815,385,418,175,201,719
816,3816,381,418,307,334,413
817,3817,97,128,121,156,143
818,3818,118,131,217,275,479
819,3819,289,301,190,197,99
820,3820,325,331,136,163,818
821,3821,108,126,252,276,159
822,3822,174,180,61,93,197
823,3823,129,170,2,14,601
824,3824,389,440,393,397,828
825,3825,157,185,197,238,976
826,3826,371,380,390,442,989
827,3827,86,91,83,98,615
828,3828,223,236,229,288,78
829,3829,27,63,27,68,959
830,3830,120,184,119,166,116
831,3831,223,316,331,338,617
832,3832,264,316,162,164,134
833,3833,362,409,277,304,793
834,3834,177,180,16,19,982
835,3835,257,288,266,274,515
836,3836,180,186,28,61,572
837,3837,69,70,11,13,435
838,3838,167,206,62,66,300
839,3839,398,448,157,165,873
840,3840,17,92,283,304,917
841,3841,169,189,350,360,986
842,3842,11,19,58,64,942
843,3843,63,85,227,241,675
844,3844,101,129,175,186,580
845,3845,235,251,223,249,594
846,3846,374,409,94,115,186
847,3847,299,337,71,72,894
848,3848,71,71,167,167,875
849,3849,140,150,384,385,909
850,3850,3,41,334,397,998
851,3851,52,67,335,343,557
852,3852,45,57,72,76,367
853,3853,336,346,118,157,614
854,3854,90,146,183,206,284
855,3855,225,239,153,188,857
856,3856,307,348,394,449,159
857,3857,392,443,200,230,186
858,3858,12,23,75,148,360
859,3859,304,320,101,173,162
860,3860,151,171,396,412,72
861,3861,188,264,363,368,575
862,3862,364,365,216,306,778
863,3863,141,160,14,51,796
864,3864,371,442,32,57,497
865,3865,384,395,259,267,409
866,3866,287,356,171,173,405
867,3867,353,372,192,229,127
868,3868,37,98,131,205,727
869,3869,48,62,207,267,775
870,3870,120,149,174,186,158
871,3871,103,137,360,408,325
872,3872,393,418,79,142,364
873,3873,139,171,372,388,290
874,3874,370,372,39,89,399
875,3875,335,347,340,366,389
876,3876,8,21,298,304,410
877,3877,309,311,225,232,989
878,3878,359,362,200,239,232
879,3879,258,259,122,158,839
880,3880,167,170,159,166,470
881,3881,196,197,82,104,271
882,3882,327,339,208,210,526
883,3883,304,361,230,236,4
884,3884,179,188,169,191,122
885,3885,371,372,254,257,950
886,3886,108,108,118,121,435
887,3887,206,235,223,256,714
888,3888,52,56,283,295,281
889,3889,200,278,384,392,717
890,3890,194,223,56,87,660
891,3891,57,64,257,257,94
892,3892,143,174,25,101,40
893,3893,263,284,215,241,191
894,3894,76,130,144,173,287
895,3895,394,443,331,342,745
896,3896,191,195,334,341,636
897,3897,74,74,276,282,956
898,3898,94,97,105,165,631
899,3899,12,46,57,110,749
900,3900,266,288,150,173,601
901,3901,43,65,322,367,93
902,3902,316,326,161,170,485
903,3903,240,260,24,62,152
904,3904,96,126,351,374,642
905,3905,34,48,116,119,541
906,3906,181,210,97,105,352
907,3907,138,155,30,40,670
908,3908,79,92,361,381,736
909,3909,207,218,183,253,414
910,3910,225,242,302,340,595
911,3911,233,259,213,221,642
912,3912,110,113,65,126,715
913,3913,329,337,337,342,400
914,3914,5,14,246,301,713
915,3915,16,50,16,18,500
916,3916,374,395,203,208,894
917,3917,162,177,377,386,922
918,3918,173,173,379,384,57
919,3919,86,119,28,57,14
920,3920,186,201,340,388,877
921,3921,282,319,122,214,206
922,3922,78,104,331,336,841
923,3923,128,146,104,108,495
924,3924,248,281,142,153,333
925,3925,86,108,329,332,412
926,3926,89,105,270,313,507
927,3927,255,285,210,221,353
928,3928,211,240,370,377,499
929,3929,352,379,4,28,817
930,3930,282,319,72,104,656
931,3931,20,45,278,299,909
932,3932,315,328,228,291,388
933,3933,86,100,26,38,487
934,3934,77,100,229,269,920
935,3935,42,121,320,321,891
936,3936,198,233,45,89,484
937,3937,257,260,131,138,265
938,3938,14,21,223,239,140
939,3939,324,408,160,170,747
940,3940,303,306,85,122,223
941,3941,356,389,80,83,945
942,3942,150,153,375,377,686
943,3943,353,389,34,62,866
944,3944,281,361,148,173,164
945,3945,202,250,349,369,175
946,3946,15,34,147,156,373
947,3947,148,160,224,271,912
948,3948,313,331,368,420,530
949,3949,56,67,377,384,417
950,3950,129,154,389,410,873
951,3951,350,381,278,314,856
952,3952,118,156,329,390,165
953,3953,382,389,235,263,433
954,3954,196,198,94,96,30
955,3955,338,382,127,135,324
956,3956,381,405,372,383,269
957,3957,253,295,261,343,372
958,3958,81,152,347,347,58
959,3959,354,360,231,253,150
960,3960,104,117,37,38,110
961,3961,57,70,103,109,16
962,3962,95,139,224,240,534
963,3963,334,355,33,33,73
964,3964,310,365,45,66,573
965,3965,382,402,371,372,748
966,3966,206,206,276,319,839
967,3967,75,91,82,124,9
968,3968,247,253,103,133,388
969,3969,57,76,127,191,793
970,3970,350,380,309,332,125
971,3971,166,182,88,116,80
972,3972,138,144,154,166,627
973,3973,94,96,294,296,158
974,3974,32,46,358,361,266
975,3975,8,18,53,93,734
976,3976,69,132,282,306,124
977,3977,245,264,187,216,479
978,3978,262,265,76,81,408
979,3979,339,344,308,392,281
980,3980,384,398,379,402,999
981,3981,253,255,131,136,403
982,3982,290,321,43,50,601
983,3983,306,334,94,114,376
984,3984,25,46,227,234,655
985,3985,275,282,314,356,3
986,3986,218,239,334,388,444
987,3987,116,117,90,122,494
988,3988,244,290,175,175,361
989,3989,266,272,137,146,85
990,3990,119,143,165,167,675
991,3991,21,30,189,196,647
992,3992,378,452,58,100,757
993,3993,231,264,226,229,449
994,3994,291,341,69,94,600
995,3995,279,299,232,260,79
996,3996,59,65,199,233,759
997,3997,316,359,261,263,192
998,3998,285,342,376,406,149
999,3999,82,107,88,102,588
1000,4000,139,175,103,114,341
1,4001,319,329,67,101,217
2,4002,351,383,113,146,923
3,4003,261,263,120,140,745
4,4004,185,240,152,157,314
5,4005,375,450,342,354,455
6,4006,140,140,273,277,245
7,4007,76,91,186,208,434
8,4008,341,352,231,305,322
9,4009,359,396,245,268,836
10,4010,382,385,198,240,31
11,4011,139,165,32,39,150
12,4012,360,429,170,210,251
13,4013,192,196,182,226,105
14,4014,8,55,304,325,381
15,4015,100,133,196,199,884
16,4016,286,301,250,258,416
17,4017,365,383,305,305,355
18,4018,391,392,92,93,855
19,4019,336,357,312,326,521
20,4020,274,278,192,227,900
21,4021,386,426,269,283,491
22,4022,189,194,22,47,432
23,4023,371,425,236,240,143
24,4024,238,246,317,321,709
25,4025,68,102,257,307,854
26,4026,99,110,325,356,923
27,4027,187,209,242,262,430
28,4028,167,197,151,190,144
29,4029,79,94,123,167,958
30,4030,28,62,110,158,119
31,4031,45,45,310,359,78
32,4032,170,187,65,68,511
33,4033,346,368,196,230,750
34,4034,379,379,361,375,354
35,4035,272,292,389,410,845
36,4036,236,250,234,299,831
37,4037,384,387,122,150,634
38,4038,279,300,359,362,348
39,4039,209,231,92,121,737
40,4040,295,298,40,72,944
41,4041,107,135,142,150,503
42,4042,155,212,397,401,699
43,4043,45,127,232,234,237
44,4044,394,440,38,50,175
45,4045,218,226,360,374,558
46,4046,204,280,9,62,537
47,4047,392,451,159,164,532
48,4048,161,174,141,178,690
49,4049,68,88,381,392,560
50,4050,298,340,11,11,603
51,4051,300,367,382,432,223
52,4052,45,70,397,436,981
53,4053,151,153,190,192,375
54,4054,138,223,290,299,506
55,4055,355,368,283,297,563
56,4056,387,399,142,165,313
57,4057,278,278,266,294,289
58,4058,130,145,399,434,267
59,4059,92,98,231,290,595
60,4060,226,235,90,117,904
61,4061,108,165,61,67,309
62,4062,51,56,289,292,545
63,4063,357,364,134,163,467
64,4064,121,136,86,89,496
65,4065,285,304,52,108,794
66,4066,192,223,12,94,994
67,4067,74,92,38,76,828
68,4068,156,162,3,5,896
69,4069,253,264,61,69,233
70,4070,96,108,20,46,988
71,4071,241,278,381,392,584
72,4072,136,161,328,348,586
73,4073,176,218,20,73,565
74,4074,194,205,43,66,906
75,4075,271,279,182,186,101
76,4076,15,26,129,157,277
77,4077,324,341,246,254,283
78,4078,167,174,129,147,921
79,4079,257,298,127,148,522
80,4080,98,108,339,385,746
81,4081,118,147,192,193,958
82,4082,327,328,331,408,102
83,4083,214,214,194,280,17
84,4084,248,345,241,256,709
85,4085,320,329,56,66,493
86,4086,331,375,190,246,897
87,4087,86,88,124,127,745
88,4088,189,257,350,355,499
89,4089,37,69,51,63,940
90,4090,305,369,54,72,6
91,4091,209,211,85,146,826
92,4092,111,159,49,54,167
93,4093,342,359,177,187,765
94,4094,85,140,235,304,337
95,4095,151,152,281,313,588
96,4096,326,341,377,382,633
97,4097,207,207,369,376,875
98,4098,214,222,379,435,762
99,4099,258,263,378,461,91
100,4100,36,83,252,254,303
101,4101,311,364,170,174,957
102,4102,172,173,212,220,57
103,4103,244,275,143,150,939
104,4104,193,195,302,320,444
105,4105,373,395,27,30,250
106,4106,203,252,271,278,490
107,4107,150,208,340,365,939
108,4108,151,162,194,284,467
109,4109,201,204,42,80,788
110,4110,36,39,133,147,269
111,4111,188,195,302,316,369
112,4112,59,70,200,238,457
113,4113,349,371,96,124,780
114,4114,250,303,93,113,767
115,4115,141,152,116,142,602
116,4116,348,373,114,132,802
117,4117,250,274,32,38,936
118,4118,4,51,210,276,378
119,4119,230,244,137,159,438
120,4120,363,398,134,226,562
121,4121,19,53,372,434,97
122,4122,150,226,386,387,104
123,4123,206,208,258,282,350
124,4124,320,322,107,127,594
125,4125,306,308,169,188,409
126,4126,16,34,323,328,534
127,4127,126,131,190,206,506
128,4128,71,102,270,280,296
129,4129,178,191,112,127,174
130,4130,70,95,127,141,851
131,4131,374,446,131,180,963
132,4132,174,210,263,333,727
133,4133,284,309,193,249,613
134,4134,387,466,353,394,879
135,4135,367,371,169,196,297
136,4136,94,95,32,38,470
137,4137,332,363,59,89,658
138,4138,350,384,209,242,75
139,4139,323,357,74,79,445
140,4140,384,388,282,286,455
141,4141,383,383,364,374,526
142,4142,288,304,67,87,654
143,4143,355,355,218,274,923
144,4144,150,169,274,289,52
145,4145,393,406,180,181,753
146,4146,173,184,260,264,298
147,4147,304,373,75,84,706
148,4148,293,324,220,261,471
149,4149,42,92,83,85,925
150,4150,102,118,101,109,288
151,4151,111,129,102,149,492
152,4152,86,100,166,258,454
153,4153,273,282,341,349,100
154,4154,22,67,119,197,160
155,4155,88,129,51,53,669
156,4156,152,215,341,366,815
157,4157,105,111,308,310,981
158,4158,137,146,47,90,295
159,4159,283,306,44,44,939
160,4160,278,300,252,277,359
161,4161,119,144,328,347,284
162,4162,43,90,174,186,784
163,4163,57,81,350,397,88
164,4164,358,379,364,393,891
165,4165,15,16,126,178,761
166,4166,393,411,323,352,680
167,4167,260,295,373,385,310
168,4168,320,340,14,41,163
169,4169,237,242,20,20,87
170,4170,96,113,152,163,201
171,4171,293,326,145,145,334
172,4172,262,277,287,341,463
173,4173,299,352,274,327,327
174,4174,204,216,197,238,348
175,4175,126,171,132,134,47
176,4176,374,385,377,387,118
177,4177,349,349,79,122,674
178,4178,127,163,142,191,719
179,4179,223,270,129,134,938
180,4180,177,200,202,220,227
181,4181,205,251,135,155,381
182,4182,385,447,312,343,624
183,4183,8,27,110,181,507
184,4184,28,51,34,65,340
185,4185,220,246,69,108,726
186,4186,48,94,364,375,368
187,4187,258,264,133,171,868
188,4188,125,135,254,256,236
189,4189,145,150,167,210,322
190,4190,331,332,159,201,831
191,4191,129,159,300,300,659
192,4192,249,266,360,367,342
193,4193,190,235,247,249,769
194,4194,179,190,37,61,820
195,4195,36,39,397,404,886
196,4196,394,412,358,360,595
197,4197,230,283,238,288,820
198,4198,178,210,305,401,609
199,4199,347,362,255,255,742
200,4200,185,209,336,415,762
201,4201,226,288,324,339,969
202,4202,296,296,105,108,606
203,4203,78,82,253,289,1000
204,4204,399,428,241,280,351
205,4205,39,60,313,331,816
206,4206,208,214,81,92,782
207,4207,115,157,202,203,917
208,4208,164,256,62,62,530
209,4209,395,414,188,234,947
210,4210,37,81,279,288,379
211,4211,213,228,177,196,581
212,4212,76,78,363,395,276
213,4213,289,339,184,197,667
214,4214,234,246,19,25,370
215,4215,283,301,303,307,48
216,4216,61,141,97,115,81
217,4217,230,246,157,170,499
218,4218,350,350,390,442,987
219,4219,8,23,96,121,444
220,4220,174,189,387,411,6
221,4221,304,375,361,388,322
222,4222,350,371,308,369,558
223,4223,191,207,66,83,246
224,4224,314,325,149,171,41
225,4225,25,35,218,232,219
226,4226,390,446,206,215,489
227,4227,209,230,336,340,729
228,4228,145,146,316,342,852
229,4229,77,97,247,286,616
230,4230,34,58,118,174,591
231,4231,176,188,57,117,691
232,4232,18,39,66,103,847
233,4233,154,168,17,29,40
234,4234,8,9,218,226,876
235,4235,17,50,317,341,223
236,4236,284,288,108,118,287
237,4237,327,348,373,375,190
238,4238,273,312,100,103,661
239,4239,322,367,250,258,924
240,4240,285,326,118,127,247
241,4241,390,452,229,250,823
242,4242,120,121,395,436,121
243,4243,341,371,277,304,66
244,4244,313,373,73,73,757
245,4245,43,57,252,254,825
246,4246,196,256,369,428,139
247,4247,150,176,20,49,766
248,4248,314,340,126,159,131
249,4249,381,382,91,94,768
250,4250,321,322,74,106,442
251,4251,194,198,214,216,718
252,4252,276,277,334,369,494
253,4253,270,301,293,298,986
254,4254,55,67,162,165,946
255,4255,354,365,142,223,647
256,4256,117,121,299,302,296
257,4257,207,244,364,386,919
258,4258,264,283,65,68,997
259,4259,356,363,399,410,456
260,4260,177,184,210,225,495
261,4261,305,356,143,147,880
262,4262,347,394,350,355,415
263,4263,361,379,301,316,948
264,4264,340,357,256,262,201
265,4265,324,416,48,63,173
266,4266,374,395,186,195,84
267,4267,79,126,38,46,514
268,4268,399,414,195,259,794
269,4269,292,298,385,473,515
270,4270,71,96,234,245,416
271,4271,161,213,283,342,245
272,4272,193,214,188,217,201
273,4273,271,272,329,342,160
274,4274,311,317,265,281,891
275,4275,339,380,332,417,718
276,4276,336,336,307,307,807
277,4277,296,339,292,334,167
278,4278,176,214,380,407,442
279,4279,269,309,332,360,187
280,4280,380,382,207,242,939
281,4281,299,306,141,181,649
282,4282,268,309,64,69,63
283,4283,210,216,170,177,186
284,4284,55,56,179,186,677
285,4285,351,389,14,36,120
286,4286,346,398,111,112,486
287,4287,148,158,68,78,503
288,4288,278,311,23,27,500
289,4289,30,94,356,366,885
290,4290,127,134,168,206,684
291,4291,147,147,31,38,679
292,4292,101,109,42,42,469
293,4293,182,190,175,227,684
294,4294,136,189,108,109,331
295,4295,164,176,95,112,885
296,4296,191,254,315,381,563
297,4297,15,41,261,302,904
298,4298,51,132,239,278,910
299,4299,337,356,376,382,877
300,4300,272,318,291,295,597
301,4301,153,164,30,43,266
302,4302,254,274,334,364,493
303,4303,70,145,202,261,808
304,4304,251,301,214,249,492
305,4305,139,182,371,393,826
306,4306,62,72,52,91,102
307,4307,163,175,202,227,332
308,4308,331,357,113,141,5
309,4309,318,369,360,412,80
310,4310,157,191,50,54,819
311,4311,99,140,162,171,838
312,4312,297,298,36,54,989
313,4313,263,277,76,127,807
314,4314,209,214,297,299,980
315,4315,310,323,234,259,622
316,4316,255,265,217,222,663
317,4317,266,303,83,104,175
318,4318,204,245,190,234,908
319,4319,95,111,59,62,147
320,4320,223,271,318,330,700
321,4321,240,246,305,319,651
322,4322,215,274,190,195,737
323,4323,114,165,380,397,70
324,4324,308,309,128,131,141
325,4325,331,346,112,130,328
326,4326,244,263,251,304,286
327,4327,384,407,95,107,153
328,4328,390,410,308,353,150
329,4329,76,77,33,53,948
330,4330,242,248,35,82,849
331,4331,61,138,88,124,971
332,4332,259,318,299,306,907
333,4333,354,415,362,430,13
334,4334,49,51,210,232,974
335,4335,278,287,397,438,610
336,4336,373,383,44,74,262
337,4337,259,271,386,396,120
338,4338,145,221,169,184,276
339,4339,250,326,303,377,781
340,4340,211,218,113,131,770
341,4341,307,315,221,256,292
342,4342,363,386,205,274,516
343,4343,175,225,290,291,431
344,4344,239,263,248,288,442
345,4345,380,423,194,208,774
346,4346,207,250,124,197,805
347,4347,167,223,246,259,842
348,4348,224,226,99,138,198
349,4349,101,124,312,364,107
350,4350,151,170,234,268,37
351,4351,336,353,377,419,201
352,4352,315,343,232,278,331
353,4353,186,279,387,423,151
354,4354,296,298,340,352,934
355,4355,163,203,109,143,640
356,4356,49,52,243,245,540
357,4357,193,197,193,230,437
358,4358,108,126,190,222,363
359,4359,281,299,177,229,668
360,4360,383,399,226,248,572
361,4361,100,104,75,82,587
362,4362,149,184,18,30,979
363,4363,137,146,353,359,533
364,4364,323,326,303,373,556
365,4365,282,294,30,36,838
366,4366,59,76,317,338,54
367,4367,29,53,343,389,154
368,4368,228,284,100,101,485
369,4369,33,45,69,79,97
370,4370,237,298,315,316,598
371,4371,22,87,110,135,286
372,4372,128,163,194,217,231
373,4373,187,225,8,21,128
374,4374,336,378,336,343,477
375,4375,364,371,156,177,268
376,4376,356,362,144,173,409
377,4377,241,267,218,222,813
378,4378,49,72,366,394,981
379,4379,231,235,50,90,239
380,4380,369,369,270,330,87
381,4381,159,159,307,308,471
382,4382,170,196,372,379,982
383,4383,273,276,222,235,689
384,4384,161,171,133,144,274
385,4385,262,262,226,268,861
386,4386,243,247,389,446,109
387,4387,79,79,357,382,974
388,4388,89,137,313,343,2
389,4389,380,389,367,383,907
390,4390,200,208,327,332,22
391,4391,81,89,136,138,744
392,4392,111,137,192,201,292
393,4393,237,240,119,130,305
394,4394,115,139,77,89,386
395,4395,284,284,228,264,702
396,4396,361,409,162,169,83
397,4397,382,415,58,87,78
398,4398,255,257,390,398,384
399,4399,327,355,194,195,354
400,4400,288,321,397,401,246
401,4401,347,357,96,103,194
402,4402,318,319,245,285,206
403,4403,54,91,291,336,83
404,4404,104,124,11,73,243
405,4405,239,255,49,65,888
406,4406,76,80,398,398,882
407,4407,72,84,67,82,426
408,4408,3,38,136,172,490
409,4409,180,192,266,275,983
410,4410,292,348,180,211,291
411,4411,203,207,23,31,351
412,4412,167,169,332,334,481
413,4413,390,420,148,159,359
414,4414,137,150,253,254,925
415,4415,124,171,217,217,283
416,4416,309,330,249,256,326
417,4417,319,360,235,257,262
418,4418,289,291,118,134,869
419,4419,260,326,201,264,961
420,4420,156,220,193,210,414
421,4421,164,175,393,443,389
422,4422,223,243,188,201,573
423,4423,8,25,117,128,986
424,4424,69,87,248,265,840
425,4425,137,197,79,123,609
426,4426,184,231,297,313,853
427,4427,271,321,19,28,97
428,4428,115,161,98,162,569
429,4429,157,172,390,438,269
430,4430,335,366,21,59,554
431,4431,183,185,50,84,876
432,4432,124,195,396,441,463
433,4433,177,196,113,123,431
434,4434,113,140,155,171,424
435,4435,2,20,0,43,667
